Date,Close
12/31/2019,157.7
12/30/2019,157.59
12/27/2019,158.96
12/26/2019,158.67
12/24/2019,157.38
12/23/2019,157.41
12/20/2019,157.41
12/19/2019,155.71
12/18/2019,154.37
12/17/2019,154.69
12/16/2019,155.53
12/13/2019,154.53
12/12/2019,153.24
12/11/2019,151.7
12/10/2019,151.13
12/9/2019,151.36
12/6/2019,151.75
12/5/2019,149.93
12/4/2019,149.85
12/3/2019,149.31
12/2/2019,149.55
11/29/2019,151.38
11/27/2019,152.32
11/26/2019,152.03
11/25/2019,151.23
11/22/2019,149.59
11/21/2019,149.48
11/20/2019,149.62
11/19/2019,150.39
11/18/2019,150.34
11/15/2019,149.97
11/14/2019,148.06
11/13/2019,147.31
11/12/2019,147.07
11/11/2019,146.11
11/8/2019,145.96
11/7/2019,144.26
11/6/2019,144.06
11/5/2019,144.46
11/4/2019,144.55
11/1/2019,143.72
10/31/2019,143.37
10/30/2019,144.61
10/29/2019,142.83
10/28/2019,144.19
10/25/2019,140.73
10/24/2019,139.94
10/23/2019,137.24
10/22/2019,136.37
10/21/2019,138.43
10/18/2019,137.41
10/17/2019,139.69
10/16/2019,140.41
10/15/2019,141.58
10/14/2019,139.55
10/11/2019,139.68
10/10/2019,139.1
10/9/2019,138.24
10/8/2019,135.67
10/7/2019,137.12
10/4/2019,138.12
10/3/2019,136.28
10/2/2019,134.65
10/1/2019,137.07
09/30/2019,139.03
09/27/2019,137.73
09/26/2019,139.54
09/25/2019,139.36
09/24/2019,137.38
09/23/2019,139.14
09/20/2019,139.44
09/19/2019,141.07
09/18/2019,138.52
09/17/2019,137.39
09/16/2019,136.33
09/13/2019,137.32
9/12/2019,137.52
9/11/2019,136.12
9/10/2019,136.08
9/9/2019,137.52
9/6/2019,139.1
9/5/2019,140.05
9/4/2019,137.63
9/3/2019,136.04
08/30/2019,137.86
08/29/2019,138.12
08/28/2019,135.56
08/27/2019,135.74
08/26/2019,135.45
08/23/2019,133.39
08/22/2019,137.78
08/21/2019,138.79
08/20/2019,137.26
08/19/2019,138.41
08/16/2019,136.13
08/15/2019,133.68
08/14/2019,133.98
08/13/2019,138.6
8/12/2019,135.79
8/9/2019,137.71
8/8/2019,138.89
8/7/2019,135.28
8/6/2019,134.69
8/5/2019,132.21
8/2/2019,136.9
8/1/2019,138.06
07/31/2019,136.27
07/30/2019,140.35
07/29/2019,141.03
07/26/2019,141.34
07/25/2019,140.19
07/24/2019,140.72
07/23/2019,139.29
07/22/2019,138.43
07/19/2019,136.62
07/18/2019,136.42
07/17/2019,136.27
07/16/2019,137.08
07/15/2019,138.9
7/12/2019,138.9
7/11/2019,138.4
7/10/2019,137.85
7/9/2019,136.46
7/8/2019,136.96
7/5/2019,137.06
7/3/2019,137.46
7/2/2019,136.58
7/1/2019,135.68
06/28/2019,133.96
06/27/2019,134.15
06/26/2019,133.93
06/25/2019,133.43
06/24/2019,137.78
06/21/2019,136.97
06/20/2019,136.95
06/19/2019,135.69
06/18/2019,135.16
06/17/2019,132.85
06/14/2019,132.45
06/13/2019,132.32
6/12/2019,131.49
6/11/2019,132.1
6/10/2019,132.6
6/7/2019,131.4
6/6/2019,127.82
6/5/2019,125.83
6/4/2019,123.16
6/3/2019,119.84
05/31/2019,123.68
05/30/2019,125.73
05/29/2019,124.94
05/28/2019,126.16
05/24/2019,126.24
05/23/2019,126.18
05/22/2019,127.67
05/21/2019,126.9
05/20/2019,126.22
05/17/2019,128.07
05/16/2019,128.93
05/15/2019,126.02
05/14/2019,124.73
05/13/2019,123.35
5/10/2019,127.13
5/9/2019,125.5
5/8/2019,125.51
5/7/2019,125.52
5/6/2019,128.15
5/3/2019,128.9
5/2/2019,126.21
5/1/2019,127.88
04/30/2019,130.6
04/29/2019,129.77
04/26/2019,129.89
04/25/2019,129.15
04/24/2019,125.01
04/23/2019,125.44
04/22/2019,123.76
04/18/2019,123.37
04/17/2019,121.77
04/16/2019,120.77
04/15/2019,121.05
4/12/2019,120.95
4/11/2019,120.33
4/10/2019,120.19
4/9/2019,119.28
4/8/2019,119.93
4/5/2019,119.89
4/4/2019,119.36
4/3/2019,119.97
4/2/2019,119.19
4/1/2019,119.02
03/29/2019,117.94
03/28/2019,116.93
03/27/2019,116.77
03/26/2019,117.91
03/25/2019,117.66
03/22/2019,117.05
03/21/2019,120.22
03/20/2019,117.52
03/19/2019,117.65
03/18/2019,117.57
03/15/2019,115.91
03/14/2019,114.59
03/13/2019,114.5
3/12/2019,113.62
3/11/2019,112.83
3/8/2019,110.51
3/7/2019,110.39
3/6/2019,111.75
3/5/2019,111.7
3/4/2019,112.26
3/1/2019,112.53
02/28/2019,112.03
02/27/2019,112.17
02/26/2019,112.36
02/25/2019,111.59
02/22/2019,110.97
02/21/2019,109.41
02/20/2019,107.15
02/19/2019,108.17
02/15/2019,108.22
02/14/2019,106.9
02/13/2019,106.81
2/12/2019,106.89
2/11/2019,105.25
2/8/2019,105.67
2/7/2019,105.27
2/6/2019,106.03
2/5/2019,107.22
2/4/2019,105.74
2/1/2019,102.78
01/31/2019,104.43
01/30/2019,106.38
01/29/2019,102.94
01/28/2019,105.08
01/25/2019,107.17
01/24/2019,106.2
01/23/2019,106.71
01/22/2019,105.68
01/18/2019,107.71
01/17/2019,106.12
01/16/2019,105.38
01/15/2019,105.01
01/14/2019,102.05
1/11/2019,102.8
1/10/2019,103.6
1/9/2019,104.27
1/8/2019,102.8
1/7/2019,102.06
1/4/2019,101.93
1/3/2019,97.4
1/2/2019,101.12
12/31/2018,101.57
12/28/2018,100.39
12/27/2018,101.18
12/26/2018,100.56
12/24/2018,94.13
12/21/2018,98.23
12/20/2018,101.51
12/19/2018,103.69
12/18/2018,103.97
12/17/2018,102.89
12/14/2018,106.03
12/13/2018,109.45
12/12/2018,109.08
12/11/2018,108.59
12/10/2018,107.59
12/7/2018,104.82
12/6/2018,109.19
12/4/2018,108.52
12/3/2018,112.09
11/30/2018,110.89
11/29/2018,110.19
11/28/2018,111.12
11/27/2018,107.14
11/26/2018,106.47
